publishedx_at,brand,contentx,Customer Idx,Question,Tenure Typex,Management areax,Age Groupx,Ethnicityx,Property Typex
2023-12-03,Brand C,"very prompt with repairs. The staff are great, always ready to help.  inside doors are very dated, but all in all everything else is good.",Anonymous,How do I handle missing values?,Leasehold,Middlesbrough,18-25,Mixed,House
2021-07-23,Brand D,If I am needing repairs doing they will do them! There is not much that they will not do. I have lived here for 15 months now so I am still fairly new it has all been brilliant including the process for moving in to the property.,Anonymous,How can I improve model precision?,Private Rental,Etherley,36-45,Asian,Studio
2024-12-23,Brand C,"very prompt with repairs. The staff are great, always ready to help.  inside doors are very dated, but all in all everything else is good.",WELL020780003,How do I handle missing values?,Leasehold,Cockfield,26-35,Black,Bungalow
2023-04-10,Brand C,"I have had no problems at all with them. North Star do what is needed at the time, the repairs.",PARK030100001,What hyperparameters should I tune?,Shared Ownership,THIRSK,46-60,Black,Flat
2022-04-27,Brand D,Everything is alright. The housing is brilliant. Everyone at North Star is brilliant. Brenda at North Star is absolutely brilliant. I have no faults with them.,WORT020150001,How do I handle missing values?,Leasehold,Sunderland,26-35,Black,Maisonette
2022-10-24,Brand D,"Everything is going good, when I need something it is done quickly.",NENT010050006,What causes high variance in predictions?,Leasehold,Cockfield,46-60,Other,Studio
2024-05-23,Brand C,I am happy,Anonymous,Why is inference so slow on new data?,Freehold,Darlington,46-60,Asian,Studio
2021-11-21,Brand C,"very prompt with repairs. The staff are great, always ready to help.  inside doors are very dated, but all in all everything else is good.",COPE010190002,How can I improve model precision?,Private Rental,Stockton,18-25,Mixed,Maisonette
2021-12-20,Brand B,"I have had no problems at all with them. North Star do what is needed at the time, the repairs.",COPE010190002,Why is inference so slow on new data?,Leasehold,Hartlepool,26-35,Asian,Flat
2024-07-28,Brand D,From getting the phone call to offer me the house nicola was fantastic throughout it all,Anonymous,How do I handle missing values?,Shared Ownership,Teesdale,36-45,Mixed,Studio
2022-03-23,Brand D,I am happy,WINS010010001,What hyperparameters should I tune?,Freehold,Stanley,18-25,Mixed,Maisonette
2023-02-19,Brand B,Keep you updated,ST P030840009,What hyperparameters should I tune?,Private Rental,Barnard Castle,18-25,Asian,Studio
2024-08-26,Brand A,They do a good job.,EMBL010020002,What hyperparameters should I tune?,Freehold,NORTON,46-60,Asian,Flat
2023-04-05,Brand A,If I am needing repairs doing they will do them! There is not much that they will not do. I have lived here for 15 months now so I am still fairly new it has all been brilliant including the process for moving in to the property.,COPE010190002,How can I improve model precision?,Leasehold,REDCAR,26-35,Asian,House
2022-03-07,Brand A,"When I want anything doing it is done in good time and the workmen are always polite. I have lived here for a few years so I know them pretty well, apart from the repairs everything is fine with them.",WORT020150001,How do I handle missing values?,Private Rental,THIRSK,60+,Mixed,Bungalow
2021-01-14,Brand D,"I am just happy, they come and see me, they come and check up on me regularly. The repair system is good though I am waiting for a repair at the moment. I have lived here for about twenty years so I know them pretty well.",MANS010810009,Why is inference so slow on new data?,Private Rental,Thornaby,18-25,Other,Studio
2021-08-31,Brand D,This is because their customer service is excellent and any problems are resolved well. I have had no problems with North Star whatsoever.,NENT010050006,How do I handle missing values?,Leasehold,Darlington,36-45,White,House
2023-02-06,Brand A,"Any repairs or things that go wrong, North Star do them as soon as they can do.",EMBL010020002,How do I handle missing values?,Leasehold,Stockton,60+,White,Bungalow
2024-12-16,Brand D,"If we got a problem we ring them up, they know I am old and disabled and they are very quick to respond.",WELL020780003,How can I improve model precision?,Private Rental,REDCAR,18-25,Asian,Maisonette
2022-07-13,Brand C,"Prompt repair, lovely repair man and a job well done",PARK030100001,What hyperparameters should I tune?,Leasehold,Gainford,36-45,Mixed,Bungalow
2024-07-14,Brand D,I have had no issues.,Anonymous,How can I improve model precision?,Leasehold,Evenwood,36-45,Mixed,Flat
2023-12-25,Brand A,"When I want anything doing it is done in good time and the workmen are always polite. I have lived here for a few years so I know them pretty well, apart from the repairs everything is fine with them.",PION020430001,How can I improve model precision?,Freehold,Skinningrove,60+,Asian,Maisonette
2022-09-28,Brand C,They do come whenever I need them and solve any problems. At the moment the only problem is when something is getting repaired I have not been getting informed that they are coming. They say they have texted me and have tried to call but they just arrive without any notification which is difficult as I am a working single mother.,PION020430001,What causes high variance in predictions?,Freehold,Evenwood,60+,Other,House
2024-07-03,Brand D,"Everything is going good, when I need something it is done quickly.",MILT010770106,Why is inference so slow on new data?,Freehold,Evenwood,26-35,Other,Studio
2021-08-21,Brand C,"If we have ever reported any defects, they done them immediately.",MILT010770106,How do I handle missing values?,Private Rental,Stokesley,46-60,Black,Flat
2024-12-28,Brand A,"I am more than satisfied, they are there if you want anything and everything always gets dealt with. It does not matter how small the issue is, they will deal with it. It was strange when we were in lockdown but they still came out and what Ben needed was sorted by them until I arrived.",WORT020150001,How do I handle missing values?,Freehold,THIRSK,36-45,Mixed,Studio
2022-08-11,Brand C,It is just a good and quick service from them and they are friendly. I have lived here for five years now so know them pretty well and feel safe and sound in my new build home.,EMBL010020002,How can I improve model precision?,Leasehold,Hartlepool,46-60,Mixed,Maisonette
2023-08-15,Brand C,"Everything is going good, when I need something it is done quickly.",BREN010210010,How do I handle missing values?,Private Rental,THIRSK,18-25,Asian,Bungalow
2022-02-23,Brand C,They do a good job.,Anonymous,What hyperparameters should I tune?,Private Rental,Sunderland,46-60,Other,Maisonette
2024-09-20,Brand B,When they come out they are great and do a good job. I do have a complaint as the girl who is in charge around here was up here. My husband told her that the front door archway the concrete is coming off and nothing was done about it.,MANS010810009,What causes high variance in predictions?,Leasehold,Stockton,26-35,Mixed,Bungalow
2023-04-19,Brand A,It is a good service.,ST P030840009,What causes high variance in predictions?,Shared Ownership,Consett,60+,Black,Maisonette
2021-06-24,Brand B,because you are honnest,MILT010770106,Why is inference so slow on new data?,Freehold,Etherley,18-25,Mixed,Studio
2024-09-04,Brand A,I love it here because they are very nice and friendly. I also get my repairs done quickly and it is better to where I used to live.,NENT010050006,How do I handle missing values?,Private Rental,Darlington,36-45,White,Maisonette
2021-11-01,Brand D,I love it here because they are very nice and friendly. I also get my repairs done quickly and it is better to where I used to live.,PLAN010590001,Why is inference so slow on new data?,Leasehold,Stokesley,60+,Asian,Studio
2024-01-02,Brand A,"If we have ever reported any defects, they done them immediately.",Anonymous,How do I handle missing values?,Private Rental,Cockfield,26-35,Asian,Maisonette
2024-07-01,Brand D,From getting the phone call to offer me the house nicola was fantastic throughout it all,ST P030840009,How can I improve model precision?,Freehold,Darlington,60+,Asian,Studio
2022-04-20,Brand B,"Everything is going good, when I need something it is done quickly.",Anonymous,What hyperparameters should I tune?,Private Rental,NORTON,18-25,Other,House
2024-01-18,Brand C,This is because their customer service is excellent and any problems are resolved well. I have had no problems with North Star whatsoever.,MANS010810009,What causes high variance in predictions?,Shared Ownership,REDCAR,36-45,Asian,Maisonette
2021-08-28,Brand D,I have had no issues.,COPE010190002,Why is inference so slow on new data?,Private Rental,Barnard Castle,18-25,Other,Studio
2022-05-20,Brand D,Very good service,WORT020150001,Why is inference so slow on new data?,Freehold,THIRSK,60+,Mixed,House
2024-07-17,Brand A,because you are honnest,WELL020780003,Why is inference so slow on new data?,Freehold,Darlington,60+,Mixed,Bungalow
2022-09-18,Brand A,Generally rent is fair and necessary work and repairs are carried out saisfactorily,COPE010190002,Why is inference so slow on new data?,Freehold,Staindrop,18-25,White,Maisonette
